Latdeg,Longdeg,Year,Month,depth(m),TEMP,Salinity,DOXY(umol/l)
55.753,5.1772,2004,2,25,6.521,34.818,304.59
54.1865,3.176,2004,2,1.5,7.2,34.7977,299.23
54.1865,3.176,2004,2,5,7.202,34.7961,299.23
54.1865,3.176,2004,2,5.5,7.199,34.7961,299.67
54.1865,3.176,2004,2,10,7.198,34.7978,300.12
54.1865,3.176,2004,2,10.5,7.197,34.7977,300.12
54.1865,3.176,2004,2,15.5,7.194,34.7977,300.12
54.1865,3.176,2004,2,20,7.195,34.7978,300.12
54.1865,3.176,2004,2,20.5,7.196,34.7977,300.12
54.1865,3.176,2004,2,25,7.192,34.7977,300.12
54.1865,3.176,2004,2,30,7.192,34.7978,300.12
54.1865,3.176,2004,2,36,7.196,34.7977,299.67
54.5423,3.2918,2004,2,10.5,6.453,34.7555,302.8
54.5423,3.2918,2004,2,20,6.453,34.7557,303.25
54.5423,3.2918,2004,2,25,6.453,34.756,303.25
54.5423,3.2918,2004,2,25.5,6.453,34.7558,303.25
54.5423,3.2918,2004,2,30,6.455,34.7559,303.25
54.5423,3.2918,2004,2,30.5,6.455,34.7559,303.25
54.5423,3.2918,2004,2,35,6.455,34.7559,303.25
54.5423,3.2918,2004,2,35.5,6.455,34.756,303.25
54.5423,3.2918,2004,2,38,6.456,34.7559,302.8
54.5423,3.2918,2004,2,38.5,6.455,34.7562,303.25
55.0655,3.7095,2004,2,25,6.726,34.8311,301.01
55.0655,3.7095,2004,2,30,6.732,34.8332,301.01
55.0655,3.7095,2004,2,30.5,6.733,34.8332,301.01
55.0655,3.7095,2004,2,35.5,6.73,34.8336,301.01
54.8827,2.3168,2004,2,5,6.829,34.9052,303.69
54.8827,2.3168,2004,2,15,6.828,34.9058,305.93
54.8827,2.3168,2004,2,15.5,6.828,34.9059,305.48
55.1282,6.1542,2004,2,42.5,6.796,34.6,298.78
54.8462,6.0803,2004,2,2,6.561,34.5957,299.23
54.8462,6.0803,2004,2,15.5,6.562,34.5957,301.01
54.8462,6.0803,2004,2,20.5,6.563,34.5957,301.01
54.8462,6.0803,2004,2,30,6.562,34.5961,301.46
54.779,5.6215,2004,2,5,6.759,34.616,298.33
54.779,5.6215,2004,2,5.5,6.757,34.616,298.78
54.779,5.6215,2004,2,10,6.755,34.616,299.23
54.779,5.6215,2004,2,15,6.755,34.616,299.67
54.779,5.6215,2004,2,15.5,6.755,34.616,299.67
54.779,5.6215,2004,2,25,6.756,34.616,300.12
54.779,5.6215,2004,2,25.5,6.756,34.616,300.12
54.779,5.6215,2004,2,35,6.757,34.616,299.67
54.779,5.6215,2004,2,35.5,6.757,34.616,299.67
54.8175,4.5757,2004,2,35,6.428,34.6555,302.8
54.8175,4.5757,2004,2,35.5,6.429,34.6555,302.8
54.8175,4.5757,2004,2,40.5,6.419,34.6545,302.8
53.7642,3.4798,2004,2,5,7.005,34.744,295.65
53.7642,3.4798,2004,2,15,7.013,34.7439,297.89
53.7642,3.4798,2004,2,15.5,7.013,34.7432,297.89
53.7642,3.4798,2004,2,20.5,7.013,34.7438,298.33
54.141,2.5108,2004,2,1,6.903,34.8339,296.55
54.141,2.5108,2004,2,5,6.899,34.834,297.44
54.141,2.5108,2004,2,10.5,6.888,34.834,297.44
54.141,2.5108,2004,2,25,6.886,34.8346,297.89
54.141,2.5108,2004,2,25.5,6.886,34.8346,297.89
54.141,2.5108,2004,2,35,6.881,34.8346,297.44
54.141,2.5108,2004,2,35.5,6.877,34.834,297.44
54.0715,1.7758,2004,2,5,7.304,34.8543,295.21
54.0715,1.7758,2004,2,5.5,7.311,34.855,295.21
54.0715,1.7758,2004,2,10,7.294,34.8555,296.1
54.0715,1.7758,2004,2,15,7.289,34.8561,296.55
54.0715,1.7758,2004,2,25,7.273,34.8607,296.55
54.0715,1.7758,2004,2,25.5,7.273,34.8607,296.55
54.0715,1.7758,2004,2,30,7.273,34.8611,296.1
54.0715,1.7758,2004,2,30.5,7.273,34.861,296.1
54.0715,1.7758,2004,2,35,7.274,34.8619,296.1
54.0715,1.7758,2004,2,50,7.269,34.8632,295.65
54.0715,1.7758,2004,2,50.5,7.268,34.8632,295.65
54.0715,1.7758,2004,2,55,7.266,34.8634,295.65
54.0715,1.7758,2004,2,55.5,7.264,34.8635,295.65
54.0715,1.7758,2004,2,60.5,7.248,34.8647,295.65
54.0715,1.7758,2004,2,75,7.191,34.867,296.55
54.0715,1.7758,2004,2,75.5,7.19,34.867,296.99
54.0715,1.7758,2004,2,85,7.119,34.8709,295.65
55.7333,6.6667,2004,2,1,6.29,34.73,305.48
55.7333,6.6667,2004,2,5,6.29,34.73,304.59
55.7333,6.6667,2004,2,10,6.29,34.73,303.69
55.7333,6.6667,2004,2,15,6.29,34.73,307.71
55.7333,6.6667,2004,2,20,6.29,34.73,303.69
55.7333,6.6667,2004,2,25,6.29,34.73,305.03
55.7333,6.6667,2004,2,30,6.29,34.73,305.03
55.7333,6.6667,2004,2,36,6.29,34.73,305.03
55.7333,6.3,2004,2,1,6.32,34.6,302.35
55.7333,6.3,2004,2,5,6.32,34.61,304.14
55.7333,6.3,2004,2,10,6.32,34.61,301.91
55.7333,6.3,2004,2,15,6.32,34.6,310.39
55.7333,6.3,2004,2,20,6.32,34.6,303.69
55.7333,6.3,2004,2,25,6.32,34.6,305.48
55.7333,6.3,2004,2,30,6.32,34.6,303.69
55.7333,6.3,2004,2,40,6.33,34.6,302.8
55.7333,6.3,2004,2,43,6.33,34.6,303.69
55.3167,6.45,2004,2,1,6.46,34.77,305.03
55.3167,6.45,2004,2,5,6.46,34.77,307.71
55.3167,6.45,2004,2,10,6.46,34.77,305.48
55.3167,6.45,2004,2,15,6.46,34.77,305.03
55.3167,6.45,2004,2,20,6.47,34.78,305.48
55.3167,6.45,2004,2,25,6.47,34.78,304.14
55.3167,6.45,2004,2,30,6.47,34.78,303.25
55.3167,6.45,2004,2,38,6.48,34.78,303.25
55.3167,6.8333,2004,2,1,6.04,34.54,309.5
55.3167,6.8333,2004,2,5,6.04,34.54,309.05
55.3167,6.8333,2004,2,10,6.04,34.53,307.71
55.3167,6.8333,2004,2,15,6.04,34.54,307.27
55.3167,6.8333,2004,2,20,6.04,34.54,308.16
55.3167,6.8333,2004,2,24,6.04,34.53,308.16
55,6.8333,2004,2,1,6.19,34.42,309.95
55,6.8333,2004,2,5,6.05,34.42,309.05
55,6.8333,2004,2,10,6.05,34.42,309.5
55,6.8333,2004,2,15,6.03,34.42,307.27
55,6.8333,2004,2,20,6,34.42,309.05
55,6.8333,2004,2,25,6,34.43,308.16
55,6.8333,2004,2,30,5.99,34.44,312.63
55,6.8333,2004,2,34,5.99,34.45,307.27
55,6.45,2004,2,1,6.35,34.59,304.59
55,6.45,2004,2,5,6.37,34.59,305.48
55,6.45,2004,2,10,6.37,34.59,306.37
55,6.45,2004,2,15,6.37,34.59,305.03
55,6.45,2004,2,20,6.33,34.59,305.48
55,6.45,2004,2,25,6.32,34.59,299.67
55,6.45,2004,2,30,6.33,34.59,302.8
55,6.45,2004,2,40,6.33,34.59,303.69
55,6.45,2004,2,44,6.33,34.59,301.91
54.5333,6.45,2004,2,1,6.38,34.64,307.71
54.5333,6.45,2004,2,5,6.37,34.64,305.03
54.5333,6.45,2004,2,10,6.37,34.64,307.27
54.5333,6.45,2004,2,15,6.37,34.64,304.59
54.5333,6.45,2004,2,20,6.37,34.63,304.59
54.5333,6.45,2004,2,25,6.37,34.63,305.93
54.5333,6.45,2004,2,30,6.37,34.63,305.48
54.5333,6.45,2004,2,38,6.37,34.63,305.03
54.5333,6.8333,2004,2,1,5.91,33.57,311.73
54.5333,6.8333,2004,2,5,5.95,33.62,311.73
54.5333,6.8333,2004,2,10,5.96,33.65,309.95
54.5333,6.8333,2004,2,15,6.01,33.72,310.84
54.5333,6.8333,2004,2,20,6.16,34.08,307.27
54.5333,6.8333,2004,2,25,6.19,34.13,298.33
54.5333,6.8333,2004,2,30,6.27,34.25,306.37
54.5333,6.8333,2004,2,36,6.39,34.45,309.5
55.7797,5.5667,2005,2,3,6.477,35.0098,284.49
55.9678,6.3125,2005,2,30,6.044,35.0342,288.51
55.9678,6.3125,2005,2,40,6.041,35.0346,288.51
55.1127,5.607,2005,2,25,6.483,34.8559,285.83
55.1168,6.1395,2005,2,3,6.563,34.8233,282.7
55.1168,6.1395,2005,2,40,6.568,34.824,284.94
54.8075,6.1852,2005,2,39,6.048,34.618,288.06
53.7648,3.48,2005,2,3,6.525,34.9075,282.26
53.7648,3.48,2005,2,5,6.525,34.9075,282.7
54.1895,3.2015,2005,2,5,6.562,34.9418,283.15
54.1895,3.2015,2005,2,10,6.56,34.9421,283.6
54.1895,3.2015,2005,2,41,6.56,34.942,285.38
54.2817,2.802,2005,2,35,6.349,35.0986,287.17
54.7887,3.6842,2005,2,15,5.95,35.0953,284.94
54.7887,3.6842,2005,2,25,5.958,35.0959,285.83
54.7887,3.6842,2005,2,30,5.958,35.0959,286.28
54.7887,3.6842,2005,2,43,5.968,35.0986,285.83
55.29,3.7598,2005,2,15,5.813,35.1361,288.06
55.7333,6.6667,2005,2,1,6.17,34.85,320.22
55.7333,6.6667,2005,2,5,6.17,34.85,321.11
55.7333,6.6667,2005,2,10,6.17,34.85,319.77
55.7333,6.6667,2005,2,15,6.17,34.85,320.22
55.7333,6.6667,2005,2,20,6.17,34.85,317.98
55.7333,6.6667,2005,2,25,6.17,34.85,318.43
55.7333,6.6667,2005,2,30,6.17,34.85,321.11
55.7333,6.6667,2005,2,38,6.17,34.85,321.11
55.7333,6.3,2005,2,1,6.35,34.82,326.92
55.7333,6.3,2005,2,5,6.35,34.83,321.56
55.7333,6.3,2005,2,10,6.35,34.83,323.34
55.7333,6.3,2005,2,15,6.34,34.83,317.09
55.7333,6.3,2005,2,20,6.34,34.83,323.79
55.7333,6.3,2005,2,25,6.34,34.83,318.43
55.7333,6.3,2005,2,30,6.35,34.83,326.02
55.7333,6.3,2005,2,40,6.35,34.83,321.56
55.7333,6.3,2005,2,42,6.34,34.83,322.45
55.3167,6.45,2005,2,1,6.17,34.83,322.9
55.3167,6.45,2005,2,5,6.17,34.84,327.81
55.3167,6.45,2005,2,10,6.17,34.84,324.68
55.3167,6.45,2005,2,15,6.17,34.84,323.79
55.3167,6.45,2005,2,20,6.17,34.84,321.56
55.3167,6.45,2005,2,25,6.17,34.84,321.56
55.3167,6.45,2005,2,30,6.17,34.84,322.9
55.3167,6.45,2005,2,37,6.17,34.84,327.36
55.3167,6.8333,2005,2,1,5.71,34.64,326.02
55.3167,6.8333,2005,2,5,5.7,34.64,328.7
55.3167,6.8333,2005,2,10,5.7,34.64,331.38
55.3167,6.8333,2005,2,15,5.7,34.64,327.81
55.3167,6.8333,2005,2,20,5.7,34.64,327.36
55.3167,6.8333,2005,2,24,5.7,34.64,327.36
55,6.8333,2005,2,1,5.87,34.65,323.34
55,6.8333,2005,2,5,5.86,34.65,320.66
55,6.8333,2005,2,15,5.84,34.65,325.13
55,6.8333,2005,2,20,5.84,34.65,319.32
55,6.8333,2005,2,25,5.84,34.65,320.66
55,6.8333,2005,2,30,5.84,34.65,323.34
55,6.8333,2005,2,34,5.84,34.65,322.9
55,6.45,2005,2,1,5.99,34.7,322.45
55,6.45,2005,2,5,5.99,34.7,322
55,6.45,2005,2,10,5.98,34.7,322
55,6.45,2005,2,15,5.98,34.7,322
55,6.45,2005,2,20,5.97,34.7,321.11
55,6.45,2005,2,25,5.97,34.7,323.34
55,6.45,2005,2,30,5.98,34.7,321.56
55,6.45,2005,2,40,6,34.71,321.11
55,6.45,2005,2,44,6.03,34.72,321.56
54.5333,6.45,2005,2,1,5.88,34.38,327.36
54.5333,6.45,2005,2,5,5.87,34.38,327.81
54.5333,6.45,2005,2,10,5.87,34.38,325.58
54.5333,6.45,2005,2,15,5.88,34.38,325.58
54.5333,6.45,2005,2,20,5.89,34.38,328.7
54.5333,6.45,2005,2,25,5.88,34.39,332.72
54.5333,6.45,2005,2,30,5.88,34.41,324.24
54.5333,6.45,2005,2,38,5.89,34.41,322.45
54.5333,6.8333,2005,2,1,5.71,34.22,329.15
54.5333,6.8333,2005,2,5,5.71,34.22,325.13
54.5333,6.8333,2005,2,10,5.71,34.22,332.72
54.5333,6.8333,2005,2,15,5.71,34.22,324.24
54.5333,6.8333,2005,2,20,5.73,34.23,325.58
54.5333,6.8333,2005,2,25,5.74,34.25,327.81
54.5333,6.8333,2005,2,30,5.76,34.27,325.58
54.5333,6.8333,2005,2,36,5.77,34.29,328.7
54.7705,5.6098,2006,2,35,6.225,34.8142,275.56
53.7577,3.475,2006,2,10,5.799,34.8222,273.32
53.7577,3.475,2006,2,33,5.8375,34.8474,275.11
54.1403,2.648,2006,2,30,6.31,34.8644,271.54
55.7333,6.6667,2006,2,5,5.96,34.53,329.6
55.7333,6.6667,2006,2,10,5.96,34.6,320.22
55.7333,6.6667,2006,2,15,5.96,34.6,320.22
55.7333,6.6667,2006,2,20,5.96,34.6,318.88
55.7333,6.6667,2006,2,25,5.96,34.6,319.32
55.7333,6.6667,2006,2,30,5.96,34.6,317.54
55.7333,6.6667,2006,2,35,5.96,34.6,320.22
55,6.8333,2006,2,1,5.3,34.34,322.9
55,6.8333,2006,2,5,5.29,34.33,322.9
55,6.8333,2006,2,10,5.29,34.33,324.24
55,6.8333,2006,2,15,5.31,34.33,321.56
55,6.8333,2006,2,20,5.3,34.34,324.68
55,6.8333,2006,2,25,5.36,34.35,321.56
55,6.8333,2006,2,30,5.4,34.36,327.36
55,6.8333,2006,2,35,5.42,34.36,322.9
55,6.45,2006,2,1,5.84,34.64,313.52
55,6.45,2006,2,5,5.84,34.64,319.77
55,6.45,2006,2,10,5.84,34.64,318.43
55,6.45,2006,2,15,5.87,34.64,314.41
55,6.45,2006,2,20,5.88,34.64,317.54
55,6.45,2006,2,25,5.88,34.64,317.98
55,6.45,2006,2,30,5.92,34.65,314.86
55,6.45,2006,2,40,5.93,34.65,315.31
55,6.45,2006,2,43,5.93,34.65,315.75
54.5333,6.45,2006,2,1,5.05,34.7,331.38
54.5333,6.45,2006,2,5,5.06,34.7,324.68
54.5333,6.45,2006,2,10,5.03,34.7,327.81
54.5333,6.45,2006,2,15,5.03,34.7,322.9
54.5333,6.45,2006,2,20,5.05,34.7,327.81
54.5333,6.45,2006,2,25,5.05,34.7,320.22
54.5333,6.45,2006,2,30,5.08,34.7,322.45
54.5333,6.45,2006,2,36,5.1,34.7,328.7
54.5333,6.8333,2006,2,1,4.8,34.54,326.92
54.5333,6.8333,2006,2,5,4.81,34.55,325.13
54.5333,6.8333,2006,2,10,4.81,34.54,324.24
54.5333,6.8333,2006,2,15,4.79,34.54,308.61
54.5333,6.8333,2006,2,20,4.86,34.55,324.68
54.5333,6.8333,2006,2,25,4.89,34.55,324.68
54.5333,6.8333,2006,2,30,4.93,34.56,329.15
54.5333,6.8333,2006,2,36,4.95,34.57,322.45
54.8957,3.7033,2007,2,10,7.3664,35.1184,280.02
54.8957,3.7033,2007,2,15,7.3668,35.1184,280.02
54.8957,3.7033,2007,2,40,7.3713,35.118,280.02
54.9175,4.1287,2007,2,35,6.9937,35.0202,282.7
55.2857,4.2605,2007,2,40,6.895,35.05,284.94
55.8155,5.5688,2007,2,50,7.0485,35.039,279.58
55.1653,6.3033,2007,2,20,7.3269,35.0118,277.34
53.756,3.4798,2007,2,25,6.6947,34.814,280.02
54.1917,3.2015,2007,2,30,6.959,34.992,279.58
54.1917,3.2015,2007,2,40,6.957,34.9952,279.58
54.733,5.5313,2007,2,10,6.8688,34.625,281.36
55.0782,5.7195,2007,2,35,6.7157,34.797,282.26
52.075,2.3762,2008,2,0.2,9.3,35.16,292.08
52.075,2.3762,2008,2,1.4,9.38,35.2,296.55
52.075,2.3762,2008,2,3.2,9.4,35.2,295.21
52.075,2.3762,2008,2,4.1,9.41,35.21,295.21
52.075,2.3762,2008,2,4.8,9.41,35.21,292.97
52.075,2.3762,2008,2,7.1,9.42,35.22,292.08
52.075,2.3762,2008,2,7.8,9.43,35.22,288.51
52.075,2.3762,2008,2,8.8,9.43,35.21,282.7
52.075,2.3762,2008,2,9.5,9.43,35.21,277.79
52.075,2.3762,2008,2,10.7,9.43,35.22,276.9
52.075,2.3762,2008,2,11.3,9.43,35.22,273.32
52.075,2.3762,2008,2,12.1,9.43,35.22,272.43
52.075,2.3762,2008,2,12.6,9.43,35.22,271.98
52.075,2.3762,2008,2,13.8,9.43,35.22,271.09
52.075,2.3762,2008,2,15.5,9.43,35.22,271.54
52.075,2.3762,2008,2,16,9.43,35.23,269.75
52.075,2.3762,2008,2,17.6,9.44,35.23,268.41
52.075,2.3762,2008,2,19,9.44,35.23,266.62
52.075,2.3762,2008,2,19.4,9.44,35.23,267.07
52.075,2.3762,2008,2,20.4,9.44,35.23,265.29
52.075,2.3762,2008,2,21.6,9.44,35.23,265.73
52.075,2.3762,2008,2,22.3,9.44,35.24,266.18
52.075,2.3762,2008,2,22.6,9.44,35.24,266.62
52.075,2.3762,2008,2,23.4,9.44,35.23,267.07
52.075,2.3762,2008,2,24.2,9.44,35.23,267.07
52.075,2.3762,2008,2,25.8,9.44,35.23,266.62
52.075,2.3762,2008,2,26.7,9.44,35.23,265.73
52.075,2.3762,2008,2,27.7,9.44,35.24,266.62
52.075,2.3762,2008,2,29.6,9.44,35.24,268.41
52.075,2.3762,2008,2,30.4,9.44,35.24,267.52
52.075,2.3762,2008,2,30.7,9.44,35.24,266.62
52.075,2.3762,2008,2,31.6,9.44,35.24,266.62
52.075,2.3762,2008,2,32.9,9.45,35.24,265.73
52.075,2.3762,2008,2,33.3,9.45,35.24,265.29
52.075,2.3762,2008,2,34.4,9.45,35.24,264.84
52.075,2.3762,2008,2,34.9,9.45,35.24,266.18
52.075,2.3762,2008,2,36.6,9.45,35.24,266.62
52.075,2.3762,2008,2,36.9,9.45,35.24,265.73
52.075,2.3762,2008,2,38.2,9.45,35.24,267.07
52.1005,1.9215,2008,2,0.4,8.2,35.05,306.37
52.1005,1.9215,2008,2,1.3,8.14,35.09,299.67
52.1005,1.9215,2008,2,1.5,8.19,35.05,305.03
52.1005,1.9215,2008,2,1.9,8.22,35.04,310.84
52.1005,1.9215,2008,2,2.3,8.24,35.03,308.61
52.1005,1.9215,2008,2,2.8,8.24,35.03,305.93
52.1005,1.9215,2008,2,4.5,8.24,35.03,307.27
52.1005,1.9215,2008,2,5,8.24,35.03,304.14
52.1005,1.9215,2008,2,5.7,8.25,35.04,300.57
52.1005,1.9215,2008,2,6.8,8.25,35.04,300.12
52.1005,1.9215,2008,2,8.1,8.25,35.04,295.21
52.1005,1.9215,2008,2,9.3,8.26,35.04,288.96
52.1005,1.9215,2008,2,10.4,8.26,35.04,284.94
52.1005,1.9215,2008,2,11.2,8.26,35.04,284.49
52.1005,1.9215,2008,2,12.1,8.26,35.04,284.04
52.1005,1.9215,2008,2,13.4,8.26,35.04,283.15
52.1005,1.9215,2008,2,14.8,8.26,35.05,280.47
52.1005,1.9215,2008,2,15.3,8.26,35.05,280.92
52.1005,1.9215,2008,2,16.2,8.26,35.05,279.58
52.1005,1.9215,2008,2,17.3,8.26,35.05,280.02
52.1005,1.9215,2008,2,18.8,8.26,35.05,279.58
52.1005,1.9215,2008,2,19.6,8.26,35.05,278.24
52.1005,1.9215,2008,2,20.4,8.27,35.05,278.68
52.1005,1.9215,2008,2,21.6,8.27,35.05,278.24
52.1005,1.9215,2008,2,22.7,8.27,35.05,278.24
52.1005,1.9215,2008,2,24.2,8.27,35.05,278.24
52.1005,1.9215,2008,2,24.6,8.27,35.05,276.9
52.1005,1.9215,2008,2,25.4,8.27,35.05,277.79
52.1005,1.9215,2008,2,27.4,8.27,35.05,277.34
52.1005,1.9215,2008,2,28.4,8.27,35.05,276.45
52.1005,1.9215,2008,2,29.2,8.27,35.05,275.56
52.3248,2.0645,2008,2,0.7,7.18,34.67,302.35
52.3248,2.0645,2008,2,1.2,7.18,34.67,294.76
52.3248,2.0645,2008,2,1.5,7.18,34.67,298.78
52.3248,2.0645,2008,2,1.9,7.18,34.67,301.01
52.3248,2.0645,2008,2,3.8,7.18,34.67,290.3
52.3248,2.0645,2008,2,4.8,7.18,34.67,292.08
52.3248,2.0645,2008,2,6.1,7.18,34.67,290.3
52.3248,2.0645,2008,2,7.6,7.18,34.67,290.3
52.3248,2.0645,2008,2,9.1,7.18,34.67,290.74
52.3248,2.0645,2008,2,25.7,7.19,34.68,278.68
52.3248,2.0645,2008,2,27.1,7.2,34.68,277.34
52.3248,2.0645,2008,2,28.4,7.2,34.68,278.24
52.3248,2.0645,2008,2,30.1,7.2,34.68,278.24
52.3248,2.0645,2008,2,31.1,7.21,34.68,277.34
52.3248,2.0645,2008,2,31.8,7.21,34.68,277.79
52.498,1.9183,2008,2,1.6,6.41,34.09,305.03
52.498,1.9183,2008,2,2.5,6.44,34.07,304.59
52.498,1.9183,2008,2,3.8,6.44,34.07,307.71
52.498,1.9183,2008,2,4.4,6.44,34.07,305.03
52.498,1.9183,2008,2,5.9,6.44,34.07,301.01
52.498,1.9183,2008,2,7.2,6.44,34.07,300.57
52.498,1.9183,2008,2,22.3,6.51,34.17,289.4
52.498,1.9183,2008,2,23.4,6.53,34.18,287.62
52.498,1.9183,2008,2,25.6,6.54,34.19,287.17
52.498,1.9183,2008,2,26.7,6.56,34.2,287.62
52.7068,2.321,2008,2,0.2,6.25,34.2,302.8
52.7068,2.321,2008,2,0.7,6.25,34.19,302.8
52.7068,2.321,2008,2,1.6,6.26,34.19,301.91
52.7068,2.321,2008,2,1.9,6.26,34.19,301.91
52.7068,2.321,2008,2,3.3,6.26,34.18,299.23
52.7068,2.321,2008,2,3.6,6.26,34.18,299.23
52.7068,2.321,2008,2,5,6.26,34.18,298.33
52.7068,2.321,2008,2,5.8,6.25,34.18,297.89
52.7068,2.321,2008,2,7.1,6.25,34.19,300.12
52.7068,2.321,2008,2,8.6,6.26,34.19,297.44
52.7068,2.321,2008,2,9.6,6.26,34.19,292.97
52.7068,2.321,2008,2,11,6.27,34.19,292.08
52.7068,2.321,2008,2,12.2,6.27,34.19,290.3
52.7068,2.321,2008,2,12.5,6.28,34.19,290.3
52.7068,2.321,2008,2,13.5,6.28,34.19,286.28
52.7068,2.321,2008,2,14.9,6.29,34.19,286.72
52.7068,2.321,2008,2,15.9,6.29,34.19,284.04
52.7068,2.321,2008,2,16.9,6.29,34.19,283.15
52.7068,2.321,2008,2,17.5,6.29,34.19,284.04
52.7068,2.321,2008,2,19.2,6.29,34.2,284.94
52.7068,2.321,2008,2,21,6.3,34.2,283.15
52.7068,2.321,2008,2,21.5,6.3,34.19,283.15
52.7068,2.321,2008,2,23.5,6.3,34.2,283.15
52.7068,2.321,2008,2,25.1,6.3,34.2,283.15
52.7068,2.321,2008,2,25.7,6.3,34.2,283.15
52.7068,2.321,2008,2,27.4,6.3,34.2,283.15
52.7068,2.321,2008,2,28.6,6.3,34.2,283.6
52.7068,2.321,2008,2,29.4,6.3,34.2,284.49
52.7068,2.321,2008,2,31,6.3,34.2,284.49
52.7068,2.321,2008,2,31.9,6.31,34.2,285.83
52.7068,2.321,2008,2,32.7,6.31,34.2,284.94
52.7068,2.321,2008,2,34.5,6.31,34.2,284.94
52.7068,2.321,2008,2,36.2,6.32,34.23,285.83
52.7068,2.321,2008,2,37,6.36,34.26,284.94
52.7068,2.321,2008,2,38.3,6.39,34.23,283.6
52.7068,2.321,2008,2,39.1,6.38,34.24,283.15
52.7068,2.321,2008,2,40.1,6.41,34.29,282.7
52.7068,2.321,2008,2,41.7,6.5,34.34,284.04
52.7068,2.321,2008,2,42.7,6.59,34.34,284.49
52.7068,2.321,2008,2,43.4,6.66,34.36,283.15
52.7068,2.321,2008,2,44.6,6.71,34.36,284.94
52.7068,2.321,2008,2,46.4,6.76,34.41,284.49
52.7068,2.321,2008,2,47.5,6.88,34.44,284.49
52.6292,1.9885,2008,2,1.3,6.09,33.84,285.83
52.6292,1.9885,2008,2,2.5,6.09,33.84,284.49
52.6292,1.9885,2008,2,3.4,6.09,33.84,283.6
52.6292,1.9885,2008,2,5.2,6.09,33.84,284.49
52.6292,1.9885,2008,2,6.7,6.1,33.84,283.15
52.6292,1.9885,2008,2,7.6,6.1,33.84,283.15
52.6292,1.9885,2008,2,8.8,6.1,33.84,283.6
52.6292,1.9885,2008,2,10.1,6.1,33.84,284.04
52.6292,1.9885,2008,2,11.5,6.1,33.84,284.04
52.6292,1.9885,2008,2,12.7,6.1,33.84,284.49
52.6292,1.9885,2008,2,13.8,6.1,33.84,282.7
52.6292,1.9885,2008,2,15,6.1,33.84,282.7
52.6292,1.9885,2008,2,15.7,6.1,33.84,282.26
52.6292,1.9885,2008,2,16.6,6.1,33.84,284.04
52.6292,1.9885,2008,2,17.6,6.1,33.84,284.04
52.6292,1.9885,2008,2,18.6,6.1,33.84,284.04
52.6292,1.9885,2008,2,19.6,6.1,33.84,284.49
52.9737,2.0713,2008,2,6.2,6.54,34.17,297.89
52.9737,2.0713,2008,2,6.8,6.54,34.17,296.99
52.9737,2.0713,2008,2,8.3,6.54,34.17,294.76
52.9737,2.0713,2008,2,9.6,6.54,34.17,292.97
52.9737,2.0713,2008,2,11.1,6.54,34.17,287.62
52.9737,2.0713,2008,2,12.4,6.54,34.17,284.04
52.9737,2.0713,2008,2,13.9,6.54,34.17,284.04
52.9737,2.0713,2008,2,15.3,6.54,34.17,284.94
52.9737,2.0713,2008,2,16.7,6.54,34.17,284.49
52.9737,2.0713,2008,2,17.9,6.54,34.17,283.6
52.9737,2.0713,2008,2,19.8,6.54,34.17,282.7
52.9737,2.0713,2008,2,21.1,6.54,34.17,280.47
52.9737,2.0713,2008,2,22.7,6.54,34.17,280.92
52.9737,2.0713,2008,2,24.5,6.54,34.17,280.47
52.9737,2.0713,2008,2,26.1,6.54,34.17,280.47
52.9737,2.0713,2008,2,27.4,6.54,34.18,281.36
52.9737,2.0713,2008,2,28,6.54,34.18,280.47
53.137,1.8163,2008,2,1.8,6.6,33.91,301.01
53.137,1.8163,2008,2,2.1,6.6,33.91,304.59
53.137,1.8163,2008,2,2.4,6.59,33.92,310.39
53.137,1.8163,2008,2,2.7,6.61,33.91,301.46
53.137,1.8163,2008,2,3.2,6.61,33.91,302.35
53.137,1.8163,2008,2,5.1,6.61,33.91,300.57
53.137,1.8163,2008,2,5.7,6.61,33.91,298.33
53.137,1.8163,2008,2,8.2,6.61,33.91,300.12
53.137,1.8163,2008,2,9.1,6.61,33.91,299.67
53.137,1.8163,2008,2,10.5,6.61,33.91,293.42
53.137,1.8163,2008,2,11.8,6.61,33.91,290.3
53.137,1.8163,2008,2,12.9,6.61,33.91,288.51
53.137,1.8163,2008,2,13.8,6.61,33.91,285.83
53.137,1.8163,2008,2,14.6,6.61,33.91,286.72
53.137,1.8163,2008,2,16.2,6.61,33.92,286.28
53.137,1.8163,2008,2,17.6,6.61,33.91,285.38
53.137,1.8163,2008,2,18.7,6.61,33.92,285.83
53.137,1.8163,2008,2,20.5,6.61,33.92,285.83
53.137,1.8163,2008,2,22.4,6.61,33.92,284.94
53.137,1.8163,2008,2,24,6.61,33.92,285.83
53.137,1.8163,2008,2,25.7,6.61,33.92,284.94
53.137,1.8163,2008,2,27.2,6.61,33.92,284.04
53.137,1.8163,2008,2,28.5,6.61,33.92,284.94
53.137,1.8163,2008,2,30.6,6.62,33.92,284.94
53.137,1.8163,2008,2,31.6,6.62,33.91,284.49
53.137,1.8163,2008,2,32,6.62,33.92,284.49
53.137,1.8163,2008,2,32.4,6.62,33.92,284.49
54.581,1.7325,2008,2,1.1,7.09,34.89,280.47
54.581,1.7325,2008,2,1.8,7.17,34.81,284.94
